"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 28 20:39:29 GMT 2024","Wed Feb 28 20:39:57 GMT 2024","28104","","Login","","Validar login na aplicação","","Validar login na aplicação",""
"passed","Wed Feb 28 20:39:29 GMT 2024","Wed Feb 28 20:39:57 GMT 2024","28200","","","","","","Validar login na aplicação",""
