"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed May 08 21:41:59 GMT 2024","Wed May 08 21:42:00 GMT 2024","387","","","","","","Validar login na aplicação",""
"skipped","Wed May 08 21:41:59 GMT 2024","Wed May 08 21:41:59 GMT 2024","280","","Login","","Validar login na aplicação","","Validar login na aplicação",""
